Key,xTSNE,yTSNE
post - mortem care,22.14919,-1.8826847
winrunner,-54.8871,0.8221485
thermoplastic,-5.5254455,24.963013
log4j,-49.820908,-7.402805
checking batteries,-5.380584,43.777718
decision analysis,0.8838733,-3.6437056
blue coat systems,-48.938816,18.485813
dental instruments,41.429226,39.628944
brownfields,12.67718,37.61573
workforce management,-42.90325,25.849943
hepatology,37.26162,-6.4089546
rigid conduit,-8.464289,41.23368
concrete forming,-2.05763,51.1413
severe disability,21.95763,-18.606718
ibm infosphere datastage,-37.464283,-8.064829
concrete pouring,-1.4017636,50.71578
meter reading,8.559599,39.651382
siprnet,-32.34471,18.982924
automotive engineering,-11.797844,29.579134
basecamp,-28.158049,-26.266071
evaluating antennas and equipment,9.419178,16.719175
animal models,49.07498,21.414202
couchbase,-58.123055,-11.064215
biotechnology industry knowledge,35.086178,24.679438
online advertising sales,-18.027246,-35.588192
purchase-to-pay,1.6129621,0.28239435
instrument calibration,38.447582,21.298594
bacteriology,37.850624,18.238031
inventory replenishment,6.169379,6.7187138
lighting design,-0.90826774,31.991875
call-recording,-43.829098,24.699085
coding diagnoses,29.697739,-33.56988
mobile platform development,-47.743954,-16.967617
promotional effectiveness,-14.804369,-28.742174
process testing,-0.06588889,21.491398
reliability analysis,-6.5648985,27.493454
marketing performance measurement,-13.314396,-26.456816
traffic analysis,-40.90367,20.832954
endoscopic retrograde cholangiopancreatography,41.43528,-1.4539478
numerical analysis,-22.984425,18.506247
wound management,36.501717,-3.1642284
apache mesos,-58.877296,-8.960448
sales channel development,-15.03963,-22.950317
coremetrics,-23.012293,-37.08863
healthstream,25.071024,-5.6381993
greenplum,-61.756134,-13.549825
sap solman,-29.71583,-4.7896447
latin,14.27095,-22.420664
clinical data interchange standards consortium(cdisc),47.271687,-24.147785
oral health care,41.29683,39.842003
retail trends,-13.837926,-28.186275
schizophrenia,26.387577,-20.569363
algo,-12.024225,-44.261986
navisworks,3.750738,39.563274
maternal child health,30.28215,-10.333577
opentext,-38.28505,-14.908592
vessel maintenance,5.0511117,36.576813
patient care assessment,23.250084,-6.7319174
wire cutters,-9.112953,55.70013
virtual reality (vr),-25.605469,12.705555
allegro,-21.28471,26.573715
eeoc,9.972585,-37.713326
industrial production,-5.379451,39.68633
drug utilization review,23.420282,7.0950375
sqlite,-48.311127,-17.080412
strategic positioning,-14.714152,-25.963234
pos software,-4.2998667,-8.032747
prospect meetings,-14.30983,-21.11258
interwoven,-41.132584,-19.123243
solar panels,0.2785342,30.535112
vmware vcloud,-48.404747,8.761019
integumentary,32.721016,-18.451372
conduit running,-8.47778,40.56812
juniper security/vpn,-48.30981,18.408688
b2b marketing,-17.975616,-28.253218
intelligence operations,-31.138762,18.017916
chronic kidney failure diagnosis / treatment,11.118146,-7.278064
low and high voltage,-6.9877725,38.307365
amazon relational database service (rds),-60.558666,-10.445208
export administration regulations,-2.7582636,15.261725
level antennas,-35.399666,28.611393
salon industry knowledge,28.578453,-23.16735
wikis,-29.20443,-26.267355
project drawings,3.4132237,41.25458
pandas,-53.744038,-28.888182
qualys,-57.64194,16.937582
feedback control theory,-13.973182,31.506931
control theory,-13.972202,31.507233
control loop stability,-13.972835,31.506626
patient care reporting,31.37253,-0.7087022
icd 503,-56.062073,22.821226
commercial insurance sales,-6.717883,-24.760206
movement disorders,37.255394,-7.1479177
process piping,0.421515,38.15194
pavement markings,7.6827536,46.70003
incision,33.13986,-0.8020105
building materials industry knowledge,2.4597108,17.047977
intradermal,27.26087,0.085348554
oozie,-61.784992,-14.703165
dutch,14.509811,-22.46615
liquid chromatography,41.94456,24.211323
scenario planning,-4.466431,-15.658526
document retrieval,9.935813,-21.159458
inventory optimization,2.9048166,7.1884604
baseball,14.526973,-17.935923
junos,-47.28386,19.676155
post traumatic stress disorder,26.15144,-20.287249
d3.js,-52.249935,-15.93967
controllogix,-6.7255774,34.064205
distribution center planning,3.8803723,10.1613035
fire detection,0.68306285,40.693085
screening resumes,10.73596,-43.02188
community planning,13.610275,45.219944
factory acceptance testing,-5.620375,32.705723
palo alto networks,-50.12033,18.071857
computer troubleshooting,-38.666897,13.803001
comedy,-33.091454,-35.746307
pain medicine,38.213745,-6.1066256
delirium,24.809616,-13.2611065
stability testing,39.207413,24.75029
financial aid experience,18.517893,-43.349567
sourcesafe,-43.10934,-10.516009
webfocus,-35.672127,-5.233671
table saws,-8.644747,46.518223
apache cxf,-50.755672,-7.490599
iri marketing data sets,-13.783636,-29.919224
dell servers,-45.953056,9.63122
tax provision preparation,-1.0476868,-33.21923
legal analysis,12.678035,-30.680628
sales recruiting,10.869374,-44.508877
investment industry knowledge,-7.7936063,-43.45801
scientific writing,45.977287,-22.687267
endodontics,40.93284,38.51115
risk modeling,-9.05946,-47.36257
physical therapy treatment plan,33.24529,-17.607807
joint replacement,30.231838,-14.811486
systems applications development,-31.137255,3.9047055
risk system,-10.299023,-46.187656
news editing,-30.152357,-34.245388
razor,-44.537952,-12.608158
microsoft reporting,-37.35496,-4.5529413
floral design,-30.30208,-24.26925
waterproofing,-1.4982208,54.54646
euthanasia,31.220814,19.24912
conduit installation,-8.612462,40.447372
dog walking,18.5703,-15.887877
dressing application,29.911505,2.3549087
power drills,-7.7545004,43.715702
network analytics,-49.107105,-28.572157
endoscope,40.71298,-1.9353119
legal writing,13.327711,-30.623333
system upgrades,-39.60084,11.128615
food service sanitation,15.0784235,-9.104937
mapinfo,-37.763035,26.911024
mortgage loan processing,1.5157068,-50.76169
e-procurement,3.2349167,1.6825395
crop production,23.567572,35.72885
liquefied natural gas (lng),4.971607,33.314377
veeva,-8.9741535,-13.670164
piping design,0.7022404,37.829445
nutrition counseling,22.616846,-9.767721
android testing,-54.16233,-1.438548
lidar,-28.694168,16.288269
family support,21.696218,-16.21162
machinery repair,-6.6726093,43.24293
ebay,-23.776014,-34.785343
karma,-50.930695,-13.887402
library of congress classification,5.5107827,0.7606868
aviation safety,-17.684145,18.894508
cholesterol,38.10973,-10.59557
microbiologic testing,39.66899,23.983213
rolling stock,7.93081,17.557789
application performance management,-59.76629,0.16114187
wire strippers,-9.067891,55.674465
spring.net,-46.83351,-11.908951
acute illness,26.574717,-12.055347
crating,7.5071545,11.023734
massively parallel processing (mpp),-39.57791,-6.9720592
prescription preparation,22.517763,6.544161
neuropsychology,26.525152,-16.042048
transducer,31.839006,6.1801357
bower,-50.514,-14.010173
home mortgage disclosure act (hmda),2.5374908,-52.472527
cardiovascular surgery,37.65547,-4.766844
epidural,36.157608,1.3983027
environmental management systems,11.354606,34.365685
issue tracking management,-31.945597,2.484356
diphtheria,19.0331,-4.546549
press materials,-24.478611,-28.624262
sencha,-48.938164,-14.71745
vagrant software,-58.37856,-8.273643
netezza,-61.770344,-13.66509
cnc mill,-12.474443,44.723137
salesforce lightning,-35.335884,-18.17532
clinical testing,38.60258,16.919752
equipment rental industry knowledge,2.3156233,18.996164
liferay,-48.523335,-6.090533
phonegap application development,-49.018963,-15.918143
water testing,26.921165,21.377354
dicom,37.50253,-26.08487
green building,6.409648,27.875526
hadoop hortonworks,-62.170975,-14.75344
antigen,41.552937,18.617071
factset,-9.718521,-43.75334
audio systems,-34.382183,-33.841717
robotic systems,-8.7775,33.114033
general retail practices,-10.169399,-4.1671867
electronic document management system,4.755568,-16.635914
centrifugation techniques,36.158817,15.52
centrifugation,36.15571,15.524201
pr agency,-23.880335,-28.173656
manufacturing principles,-4.0517826,21.276337
devicenet,-6.800087,34.171677
salesforce service cloud,-35.116344,-18.23465
industrial machinery maintenance,-7.1005874,43.169376
landscape design,13.34821,44.35499
solenoids,-7.0357075,36.389965
rock climbing,14.014799,-16.548115
patient check out procedures,25.904802,-29.290094
automation test environment,-54.395844,-0.16713916
jax-rs,-50.805126,-7.734512
scientific analysis,-32.963394,6.303416
microsoft terminal server,-44.848534,11.102983
acute rehabilitation,29.019129,-14.280541
blood administration,31.614035,-0.6425285
immunotherapy,43.446632,-10.646156
advertising revenue,-17.99552,-35.55234
media contact,-24.462591,-28.777468
good clinical laboratory practice (gclp) compliance,38.911865,24.095642
control system design,-7.028205,33.100986
"spill prevention, control, and countermeasure (spcc)",11.954615,35.046776
knowledge of changes in operating procedures,5.838788,-8.7906
tower climbing,-35.384033,28.979565
hvac design,1.5804161,39.015656
infoblox,-48.356003,18.218899
market operations,-6.63892,-11.63122
audio editing,-32.91478,-32.707245
gaming industry knowledge,-40.19905,-27.995117
inductive logic,6.949809,-7.932441
health information system administration,33.491524,-31.292147
chickenpox,19.043356,-4.627947
water meters,8.724591,39.72425
ibm resource access control facility (racf),-53.353752,8.383602
business intelligence project management,-36.334652,-6.6569877
biomechanics,25.286785,16.593353
advanced technologies,-12.123638,23.249352
fedramp,-55.90965,19.602417
wildlife biology,19.229036,38.624157
airwatch,-48.253693,13.543398
equipment adjustment,9.454213,16.344303
prescription label creation,21.147148,7.1490817
light rail,10.643108,48.476513
internal control evaluation,-0.14450033,-37.310837
planters,24.828306,36.55498
gas-tungsten arc welding (gtaw),-11.740337,47.307083
liquidity risk,-10.042939,-47.549713
local anesthetics,40.131126,36.57464
plumb bobs,-8.012092,45.11796
message development,-23.047865,-28.10572
adp enterprise,6.669427,-33.632473
item location,8.25098,7.966846
fuel cell,-12.143583,30.806948
therapy evaluation,22.419125,-8.034536
immunoassay,41.71359,19.808987
products security,-53.444195,14.024056
knowledge of clinical applications,34.9958,-29.527119
glassfish,-50.47585,-4.950099
glassfish application server,-50.477684,-4.9506326
global services,-9.591573,14.664789
gas exploration,4.7691936,32.665688
compensation analysis,8.6553135,-36.518032
test administration,7.3427057,-13.005831
spot welding,-10.870216,45.22186
hematocrit,29.03032,13.401692
equipment testing,-5.296895,31.90609
pollution control,10.274091,36.424656
business research,-4.048796,-17.11324
portlets,-48.435715,-6.4130135
rhapsody,-31.851248,9.316093
emergency physician,30.884996,-1.2548525
teamsite,-41.22023,-19.081778
osgi,-50.762825,-6.880079
thermocouples,-9.047301,36.134506
small engine repair,-0.9678949,45.51952
classification algorithms,-52.968838,-29.141333
docsis,-43.349583,20.74301
construction design,4.07109,41.75847
joint personnel adjudication system (jpas),-33.829502,21.591469
freight auditing,1.0636106,11.481774
production schedule development,5.646826,7.0402503
security implementation,-54.977394,17.157736
midwifery,33.43477,-6.407391
women's hospital,28.953833,-5.5841284
"mechanical, electrical, and plumbing (mep) design",3.372983,39.671227
lending industry knowledge,2.3837702,-49.38815
network management systems (nms),-42.87914,19.088923
bank services and products recommendation,-0.19902588,-46.114536
efficient transportation,4.254644,13.588156
therapy planning,32.349426,-17.373259
patient condition monitoring,28.61027,2.6669652
branding campaigns,-19.277386,-30.899858
ps query,-33.21543,-11.989952
sap warehouse management,-29.083553,-5.164307
treatment recommendation,23.223076,-10.945457
check cashing,-0.17593746,-46.61159
standard costing,0.02850506,-26.841919
liability and compensation assessment,10.925497,-28.937593
social media trends,-24.854658,-31.493214
clean water act,14.251802,37.5424
physical impairment,20.431047,-13.646783
computerized provider order entry (cpoe),34.789104,-29.71277
educational outreach,12.055758,-18.65973
blood testing,36.665825,17.215984
appium,-55.29483,-1.2778904
therapy minutes management,22.383204,-8.032963
infor software,-0.18169439,-1.4805231
analyst relations,-22.138634,-27.979729
international logistics,1.3932858,11.307434
computer aided manufacturing (cam),-7.854372,26.200302
softball,14.570583,-18.185696
application security testing ecosystem,-58.577488,17.18699
firewalls,-48.996193,18.27071
metadata design,-37.979706,-6.492597
employee confidentiality,8.395423,-9.621358
public transit systems,16.251535,5.921442
shorthand,9.705985,-20.064554
commercial electrical work,-8.348352,40.993507
phlebotomy services,36.336292,14.1714945
amputation,29.749893,-15.112594
merchant sales,-15.569043,-18.103828
building science,5.7917366,27.422104
respiratory care procedures,37.87741,4.9641294
product features assistance,13.134619,-22.245184
heat treatment,-5.490415,25.762651
group treatment,24.749874,-15.486404
computer-assisted auditing technology (caat) services,0.14558548,-38.001152
patient progress evaluation,22.438854,-8.033697
command-line interface,-49.751633,12.566682
market data,-13.014693,-25.97712
revenue operations,0.6498961,-23.133795
flask,-56.59866,-11.041591
adobe cq,-41.29365,-19.205788
speech and language disorders,35.440804,-19.81067
clinical research management,46.33324,-21.464142
finra rules,-8.084514,-44.275986
balance sheet analysis,-0.27377784,-28.066612
mobile security,-52.639427,15.693396
accounting analysis,0.7474727,-28.265242
role based access control (rbac),-54.82738,10.054498
casualty insurance industry knowledge,-4.982443,-23.287827
proteomics,50.13,19.386837
portal tools,-35.962273,-12.257164
california environmental quality act (ceqa),15.871319,39.118904
drain cleaning,-5.0509677,49.108177
deskside support,-39.962692,13.129192
urban design,13.482095,45.19016
transit systems,10.835238,48.489624
alcoholic beverage industry knowledge,-10.162539,-16.750338
cisco security,-48.808002,18.733807
environmental control systems,-2.4933095,28.207798
marketing copy,-26.595507,-29.490648
web authoring tools,-33.351517,-24.396406
fips (computer program),-56.086998,20.33003
us history,17.907686,-37.618965
metasploit,-57.976936,17.631369
medical encoder,30.86718,-34.76308
woodworking machines,-5.0408807,53.977505
single-minute exchange of die,-3.3905826,20.982882
manage multiple clinical studies,47.213196,-22.266947
gene expression,50.249996,20.178644
case file management,14.317616,-27.880037
java swing,-46.53671,-9.063407
meraki,-44.537735,17.704004
energy analysis,6.1104317,27.689154
forecasting,-2.2857559,-24.304277
corba,-46.685562,-8.242853
prescription writing,26.455423,-8.551142
full cycle accounting,2.6680264,-28.358393
grand rounds,27.191341,-7.832929
hplc-ms assays / lc-ms,42.358906,24.39164
sendmail,-48.616135,5.305184
cacti,-58.99354,-5.648232
fiscal analysis,11.249051,-12.215667
uv-vis,41.383236,24.542816
stick welding,-10.721455,46.829144
energy modeling,6.228243,27.144363
microsoft systems management server,-40.18799,5.398016
internet recruiting,10.232137,-43.853455
long term care industry knowledge,19.645203,-11.552135
hazop,6.7595887,33.581482
e-learning,-23.203732,-44.982746
clinical decision support,33.751835,-29.985502
corporate tax returns,0.27793753,-33.08771
javabeans,-48.52566,-7.3590217
value stream mapping,-3.6266186,20.597376
program monitoring,13.094288,-11.999059
gnu image manipulation program (gimp),-45.153347,-14.821143
syteline,0.6532845,-1.3510808
intake recording,22.17399,-1.8184237
tire installation,-3.3442895,45.172234
domain-driven design,-48.66939,-10.651076
cisco unified contact center enterprise (ucce),-44.868454,24.092926
radiopharmaceuticals,32.99156,10.504416
digital radiography,31.900597,7.552755
endoscopic procedure,40.945034,-1.479271
patent law,16.61641,-30.171947
managerial accounting,0.11663877,-27.571112
nail guns,-8.734133,46.29813
market opportunity identification,-13.408719,-24.50383
blackberry enterprise server,-44.883858,11.794823
medical history review,25.165243,-8.694688
retail buying,0.09984287,6.658034
self-contained breathing apparatus (scba),8.79991,34.804375
policy deployment / hoshin kanri,-3.7560146,19.9792
emissions testing,8.093197,33.055126
business-to-consumer sales,-7.5875187,-16.73958
sas clinical,47.076828,-24.216888
polymer science,-3.5133917,25.501049
title vii,10.237378,-36.753162
community reintegration,30.137312,-16.444057
tumor registry,31.379883,-32.330513
db2,-41.289974,-2.3922408
pipe cutters,-6.553966,48.177807
individual tax returns,0.50554,-33.58401
procuring goods and services,4.347803,1.8491066
activex,-42.218994,-10.540148
rubeola,19.045057,-4.64298
network traffic analysis,-56.314728,17.251123
kibana,-58.66064,-8.3447895
medical device sales,1.2178211,-41.476696
retail pharmacy experience,22.426208,6.999654
knowledge of clinical informatics,34.788708,-29.580717
jscript,-45.076565,-11.080322
pharmaceutical preparation,23.54346,8.532135
calla,6.871557,-7.1979413
clojure,-56.839123,-12.044341
resource coordination,2.457166,-7.2014556
hacksaws,-8.939411,55.627945
spring integration,-51.03461,-7.524911
distributed control systems (dcs),-5.5334377,33.82075
automated underwriting system,1.3493538,-51.082718
door installation,-3.574435,51.681152
wimax,-38.46634,25.630634
student training,11.239096,-8.682259
client care,10.087179,-16.685108
circuit testing,-10.367947,36.276505
ear piercing,2.174389,-13.412035
deep tissue massage,30.950108,-22.987679
android studio,-48.73801,-17.573572
post production,-32.84278,-32.566605
function and independence facilitation,32.86421,-18.556225
electrical tools,-8.0630045,42.938244
dna analysis,48.679913,20.588142
laboratory information management system (lims),39.302933,24.274843
supplier performance monitoring,3.1847322,3.1581218
pulmonary medicine,37.51497,-5.8998613
industrial processes,9.185508,33.175766
long-term evolution (lte) standard,-38.393356,25.733585
lawnmowers,-0.43803713,48.9426
capistrano,-57.35509,-7.6053495
irs regulations,4.5060616,-30.5294
sound design,-35.036114,-30.816996
symptoms recording,23.470022,-4.744723
trading floor,-11.499265,-44.609245
sourcing management,2.1563795,2.4965267
medical office procedures,26.003836,-29.356485
webcasting,-27.086239,-27.385794
contract accounting,0.95813847,-28.07085
enovia,-10.572614,25.534084
firebug,-46.76625,-12.574932
electronic schematics,-10.582581,36.047146
aerodynamics,-11.506855,28.674198
ignition systems,-4.047654,40.647575
gotomeeting,-20.618715,-17.004396
secret (mystery) shopping,-7.2491064,-11.191626
deltek vision,3.3896928,19.73583
network intrusion protection,-55.528324,16.911055
samba,-48.336494,5.3206573
oracle data integrator (odi),-34.63248,-8.550683
event sales,-1.7386454,-18.491066
cognitive science,-42.640614,-31.20719
outbound sales,-8.018103,-21.701174
spring batch framework,-50.91507,-7.432412
parasitology,37.7755,18.291317
determine medical necessity,25.874609,-25.279358
project layout,-4.8282633,54.251034
fiddler,-46.631104,-12.4588
physical layer,-41.69748,21.697067
corel office,-31.628561,-26.206575
concrete mixing,1.6958967,48.18433
selling style,-11.74484,-21.111305
nutraceutical,26.877802,26.479485
accounting industry knowledge,-2.2958198,-31.7396
saltstack,-58.97172,-7.1087165
comprehensive environmental response compensation and liability act (cercla),13.563943,37.31487
project scope definition,-7.8161516,10.271524
acupuncture,30.979218,-20.583593
ca application performance management (apm) / wily introscope,-58.983856,1.0111957
drilling operations,16.62647,25.649391
specimen preparation,37.73932,15.192913
genetic counseling,40.911755,-14.105936
mortgage loan closing,1.4216554,-50.53321
medical record storage,28.582222,-30.756802
risk selection,-5.4935584,-24.084776
computerized accounting,-1.4196786,-20.071562
enterprise messaging,-43.32766,5.2965274
energy business development,4.652497,30.41281
compressed air system,-4.3955164,38.06595
healthcare security,13.815756,0.8581825
building inspection,6.5398674,43.316425
cancer biology,50.40822,20.222574
photojournalism,-30.3602,-34.32957
therapist assistance,31.683558,-16.87972
behavior-driven development (bdd),-55.03964,-6.658161
ultrasonography,34.720882,6.853869
print servers,-43.493896,11.871552
zumba,15.053601,-16.47385
carpenter's levels,-5.569669,54.242065
bipolar disorder,26.313263,-20.613588
hindi,15.167286,-22.279331
clinical chemistry,39.769188,17.09141
plant identification,20.919811,37.1011
influenza vaccine,19.951187,-5.9804792
public service,8.554389,-10.999012
microsoft system center configuration manager,-46.843307,11.46007
food packaging,25.592405,27.008507
ibm infosphere,-37.76093,-8.146853
building information modeling,3.9832292,39.67022
waste treatment,9.11888,35.39112
airframe and powerplant,-17.681696,20.310541
riding mowers,-0.893963,46.37656
city ledger,0.58575904,-21.65746
urban studies,13.848821,44.950634
patient progress reporting,31.760082,-16.530993
microelectronics,-13.5844755,25.96897
qualtrics,-5.0104985,-18.89709
insulation installation,-0.5051443,53.62759
legal correspondence preparation,14.082999,-29.97187
energy reduction,6.188388,28.24425
wireline,16.64683,26.332817
ip multicast,-46.384125,19.611609
salesforce sales cloud,-35.149624,-18.185762
tech transfer,36.618427,26.619812
tomography,33.529037,7.2852974
dental industry knowledge,38.631638,39.353546
power generation equipment,2.3561409,33.038155
mathematica,-22.584158,17.720001
electric vehicle,-12.246644,30.528538
store level tasks,13.540991,-7.2298994
sql plus,-32.931335,-8.67055
jetty (web server),-52.80409,-8.181691
test data management,-55.22107,1.5082434
laboratory automation,43.74316,22.787207
accounting system review,1.9628729,-26.971397
analog circuit design,-21.84366,27.338758
roofing sales,-1.2154585,55.95816
very large scale integration (vlsi),-23.294481,28.090906
netscreen,-48.268528,19.101929
akka,-56.589966,-12.185225
transportation logistics,1.8588817,11.473899
opioid,26.345306,-14.042594
debridement,33.329155,-0.25000894
foley catheter,22.378115,-2.03145
dell boomi,-37.186222,-17.669876
bronchoscopy,38.21579,3.6524298
process field bus (profibus),-6.82206,34.205917
pumping systems,-0.87652415,38.139698
general packet radio service (gprs),-38.308445,25.710224
grease guns,-5.5707293,45.00907
therapeutic measures,28.717527,-2.9916272
lumbar punctures,35.643127,2.4500597
text mining,-52.304836,-28.919077
cardiac arrest,30.286976,-0.6686092
physical therapy evaluation,32.549095,-16.60257
logistics engineering,1.813156,10.171481
bridge engineering,9.779279,44.56813
javaserver faces,-49.44527,-7.7336593
voltage regulators,-10.303126,37.301044
suicide prevention,24.19375,-15.318184
influenza immunization,20.12369,-5.9137764
secondary market analysis,-14.8155365,-27.406303
accumulators,-4.217298,39.516407
genetic testing,41.09966,-14.197445
cisco unified contact center express (uccx),-45.00836,23.516924
marketing consulting,-18.356344,-32.27559
linear regression,-51.00454,-31.016066
food processing industry knowledge,25.536102,27.186544
california public employees' retirement system (calpers),11.339723,-12.709837
recovery units,10.501235,-0.8810073
photonics,-14.222879,26.033403
sodium dodecyl sulfate polyacrylamide gel electrophoresis,48.042923,25.170095
transportation planning,12.178397,47.052246
health care research,44.276695,-24.17737
electronic troubleshooting,-10.418967,35.214813
medical records assembly,28.93121,-29.552044
credit report review,1.4856318,-49.260506
maxillofacial surgery,40.917583,38.227814
wealth creation,9.08235,-49.552017
medical records indexing,29.19421,-30.490839
sparc,-46.53106,4.6937075
roofing materials,-1.5926915,55.454582
forensic science,30.559538,30.049377
irrigation (agriculture),-0.09075564,47.331562
rexx,-38.453117,4.474713
logstash,-58.759468,-8.080165
sds-page,48.051605,25.160866
machine vision,-8.523912,33.329174
fertility problems,35.99429,-5.599598
malware engineering,-56.54402,17.10777
social media outreach,-24.801052,-30.096588
molecular diagnostics,42.14651,18.81711
kofax,-38.50359,-14.85105
websense,-52.25181,14.959433
xcelsius,-33.801903,-6.4244347
energy management system,5.9905534,29.363964
oral health maintenance,41.743305,40.05897
sepsis,37.77721,-0.0514478
routing optimization,-40.85623,21.845524
text messaging,-27.011465,-32.98964
topographic surveys,8.987071,43.80038
parkinson's disease knowledge,42.389313,-12.154099
arcview,-28.933628,14.979038
sonarqube,-53.74779,-6.2772803
quicktestpro,-55.19023,0.70658344
do-178b,-21.032747,24.09063
gel electrophoresis,48.702084,23.536829
brand design,-32.823418,-28.91847
footwear sales,12.635864,-15.252016
osteoporosis,38.82281,-9.321572
cardiac services,33.866596,-4.0054364
data evaluation,15.91779,21.661217
website promotion,-28.602802,-26.841885
8d problem solving,-5.9746447,22.959736
price checks,13.164455,7.110467
marketing industry knowledge,-20.125446,-33.39858
supplier performance evaluation,3.86154,3.0675583
jncia,-47.99859,19.859089
trend analysis,-13.361871,-26.379322
psychiatric evaluation,25.135159,-15.178653
transportation safety,10.502478,32.283092
transcoding,-35.4567,-32.94944
environmental law,15.665185,34.903637
clinical trial design,47.876827,-22.532883
affidavit preparation,13.455099,-28.419361
cuda,-25.549068,19.448015
power plant equipment,2.3950238,33.97979
animal control,14.666624,-1.3588251
logo design,-32.32669,-28.83865
soap,-46.427837,-8.735154
inspection of safety equipment and/or alarm systems,12.145231,1.1420672
symptoms reporting,28.085274,-4.442897
loan modification,2.6333723,-48.882027
equipment effectiveness,-2.7422228,22.066914
common object model,-41.75881,-11.009742
social media planning,-24.392792,-30.681816
okta,-53.902454,10.8803
alternative fuels,6.437258,31.82964
sap s/4hana,-29.01129,-4.556691
solidedge,-8.764036,27.415895
claims support,10.728692,-25.495502
oracle healthcare,47.34746,-24.282074
audiometry,28.29865,-0.4253687
business and processing documentation,-29.472248,1.5156271
numpy,-53.665833,-28.885117
child care program,20.271458,-18.041748
abaqus,-10.833147,28.013735
streaming media,-35.182297,-32.354702
gifted education,20.630302,-37.297977
ibm aix,-45.13156,4.2267046
software defined data center (sddc),-46.20195,14.859291
link building,-22.070486,-35.801357
demand analysis,-4.887815,-20.700521
attribution modeling,-49.53002,-32.565643
valve installation,-5.9547553,48.32605
electrical conduit,-8.454848,40.243378
computer problem resolution,-38.9657,14.115141
demandware,-42.162354,-20.012938
grievance procedures,11.0855,-36.50986
call center technology,-43.270107,25.250694
apttus,-34.797485,-17.583748
dietetics industry knowledge,27.51386,26.46075
siemens medical solutions (sms),37.141052,-26.829624
conventional lending,1.1824471,-51.148617
contract processing,5.514013,-22.554863
estimating repair cost,-3.0226574,42.287144
just-in-time (jit) production,-1.3889604,16.35517
investment management industry knowledge,-8.30086,-43.451256
sociology,20.100233,-39.783886
geothermal,4.1707306,29.245127
dna sequencing,49.046623,20.456852
procore,2.8133926,20.911676
dojo toolkit,-48.519753,-11.759674
efficiency analyses and testing,-10.82336,19.430706
apigee,-37.980705,-17.559603
wiring installation,-9.1846695,39.8148
g-code,-12.860645,44.316597
lan/wan problem analysis,-42.752693,16.726093
bpcs,-33.308697,0.9801593
computational fluid dynamics,-10.430395,28.379452
lavage,28.133724,-0.8004843
internal communications,-24.378834,-27.705135
nutritional support,24.891829,5.6310487
organizational talent,-0.88755465,-14.324847
abrasions,-1.8184226,40.639835
cisco secure access control server (acs),-47.36179,19.298105
local tax returns,-0.18898179,-33.01013
infant care,19.16236,-14.90909
audio production,-33.07249,-33.198032
cruisecontrol,-54.073364,-5.860763
laser cutting,-8.002841,25.427412
public access to court electronic records (pacer),13.950964,-29.728504
feature writing,-25.673365,-29.05353
time series analysis,-51.254837,-30.931967
clean air act,11.953503,35.978676
hp service manager,-39.949913,9.074568
medical history documentation,17.859507,-7.4854007
transit planning,11.82237,47.301445
architecture governance,-42.03591,-5.0314884
rhcsa,-47.223583,5.2829823
property claims,10.706839,-25.063276
online communications,-25.609762,-29.939367
corporate travel,-10.180144,-14.965236
clinical information abstraction,30.50954,-33.66719
clinical data abstracting,30.512476,-33.671047
optuminsight,24.336655,-28.021334
4g wireless,-38.4395,25.640911
new store setups,5.8295665,19.098589
federal emergency management agency,14.792817,-2.2715778
anemia,22.777138,-9.483105
3g wireless,-38.42627,25.689934
hp loadrunner,-56.34266,1.0915202
pharmaceutical product development,35.431267,25.028238
clinical data understanding,46.349617,-23.861883
paint shop pro,-31.698193,-25.730782
actimize,-2.9588084,-46.30336
coreldraw,-31.60812,-26.420433
mortgage-backed security (mbs),-9.885593,-45.131504
emc vnx,-47.62307,7.55305
tag management,-22.935902,-37.36507
stakeholder analysis,-3.9244375,-12.66653
patient restraint,28.195196,1.4910691
gene therapy,43.63738,20.05886
code optimization,-45.46367,-10.148437
compounding pharmacy,22.953613,7.708359
foreign military sales,-30.337822,20.198473
loan counseling,0.553386,-50.111797
microsoft c,-43.55984,-11.502271
hardware design,-22.067585,27.115225
campusvue,19.059462,-42.549484
cargo handling,-15.767505,19.947258
jquery mobile,-48.732136,-14.958707
farm management,23.079437,34.752277
business impact analysis,-41.716057,6.983081
prosthetic devices,32.34967,-14.9409075
freebsd,-58.283028,-4.838479
service and product problem notification,-37.059803,15.9581995
adobe pagemaker,-31.094666,-26.22567
saleslogix,-15.125528,-18.544779
smartsheet,-19.56339,-17.12816
child psychology,21.148188,-17.30121
thoracentesis,36.11784,2.3430839
merger integration,-5.5745716,-14.343532
energy markets,4.925458,30.270723
scientific software,-42.9146,4.1305704
wastewater engineering,11.335898,41.57511
novell netware,-42.23275,10.815399
fireeye,-55.651108,15.873086
misys,33.219337,-28.934042
sap technical architecture,-29.119923,-4.4798365
tool sockets,-8.30978,43.665916
apparel industry knowledge,-18.531574,-21.235065
adobe freehand,-31.941753,-26.89592
augmented reality (ar),-25.633589,12.701305
mckesson system,33.39587,-26.880886
mas 200,3.5857913,-26.544556
zabbix,-58.99412,-5.900944
legal document review,13.3668785,-29.29002
bank compliance,-1.642842,-46.34782
opnet,-46.59674,17.36959
clinical programming,46.670856,-24.11166
