2010	Civil Engineers	27333	16.175282714054926	92744.17366352201
2010	Clinical, Counseling, and School Psychologists	8966	19.60135900339751	69052.35240655403
2010	Writers and Authors	15731	15.497007268063275	59178.000841020075
2010	Detectives and Criminal Investigators	8272	15.769832145320763	66134.04997556207
2010	Industrial Truck and Tractor Operators	10776	12.051965356429047	25159.568519245877
2010	Obstetricians and Gynecologists	5882	21.0	124441.68945578231
2010	Claims Adjusters, Examiners, and Investigators	18791	14.992927743694615	61701.85505474453
2010	Engineering Technicians, Except Drafters, All Other	31979	14.117687701520037	53981.83963809524
2010	Hairdressers, Hairstylists, and Cosmetologists	24195	12.136936936936937	58494.29957597173
2010	Interior Designers	4518	14.779266572637518	61103.60748031496
2010	Chemical Technicians	2473	15.421406411582213	75731.00974358975
2010	Property, Real Estate, and Community Association Managers	26623	14.40277645716459	48324.7727926078
2010	Light Truck or Delivery Services Drivers	30781	12.0	38825.238006809035
2010	Architectural and Engineering Managers	34769	16.162252244244957	135941.768207749
2010	First-Line Supervisors of Production and Operating Workers	29035	14.566806436990028	59078.9761643572
2010	Electronics Engineers, Except Computer	14800	16.26072874493927	104065.22564870259
2010	First-Line Supervisors of Mechanics, Installers, and Repairers	35491	14.008199561150247	53820.05822000344
2010	Financial Analysts	66485	16.190841997772	76958.73542044424
2010	First-Line Supervisors of Office and Administrative Support Workers	61108	14.88466625802497	57902.93694514441
2010	Power Plant Operators	2579	12.385744234800839	44216.809402654864
2010	First-Line Supervisors of Food Preparation and Serving Workers	45581	13.592999313658202	43473.35880583409
2010	Electro-Mechanical Technicians	7029	13.158410299468233	45341.389127645925
2010	Life, Physical, and Social Science Technicians, All Other	15878	14.902463549522373	58473.43085106383
2010	Recreation Workers	11282	13.229359567901234	33234.267169491526
2010	Chemical Equipment Operators and Tenders	1084	12.60614934114202	32714.11471698113
2010	Mechanical Engineers	53378	16.197765423436067	93107.70362483311
2010	Human Resources Specialists	100424	15.193648885002187	58252.88263351116
2010	Technical Writers	19813	15.728036743867879	74065.31606481482
2010	Telecommunications Equipment Installers and Repairers, Except Line Installers	13546	12.245136186770427	45744.88346677342
2010	Industrial Engineers	15866	16.120533284962814	87612.25278606966
2010	Accountants and Auditors	125981	16.086036245645367	63182.75192687576
2010	Driver/Sales Workers	40178	12.0	31264.07134303611
2010	Electricians	17153	12.204257475924987	47172.86871953506
2010	Web Developers	123716	15.854913584552012	81224.09758030207
2010	Tax Examiners and Collectors, and Revenue Agents	5529	15.528765539173172	58263.838498098856
2010	Commercial and Industrial Designers	10213	16.035043969024805	93150.26115444618
2010	Maids and Housekeeping Cleaners	39947	12.000503461296413	49245.10999789074
2010	Transportation, Storage, and Distribution Managers	18957	14.667934438105588	73570.49174772513
2010	Assemblers and Fabricators, All Other	1712	12.822510822510823	29814.153513513513
2010	Paralegals and Legal Assistants	38649	15.32178250748254	46223.614691281415
2010	Control and Valve Installers and Repairers, Except Mechanical Door	2134	12.970260223048328	48492.43956386293
2010	Administrative Services Managers	27185	15.435180172050773	83640.60711572833
2010	Skincare Specialists	3993	12.092485549132949	48867.015918367346
2010	Electrical and Electronics Engineering Technicians	14406	13.491868357023947	44814.01543246445
2010	Producers and Directors	8410	15.613671512527064	73145.63448553055
2010	Sailors and Marine Oilers	953	12.736654804270463	43699.52774193548
2010	Demonstrators and Product Promoters	16202	12.71158088235294	46427.98847935549
2010	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	7773	13.783417085427136	43768.20828382838
2010	Construction Managers	21637	15.38060384263495	86426.44829900125
2010	Welders, Cutters, Solderers, and Brazers	16819	12.232328482328482	35431.84392799174
2010	Medical and Clinical Laboratory Technicians	44995	13.349541761716093	39770.760914958235
2010	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	47036	15.494385409601326	109784.55484631038
2010	Automotive Service Technicians and Mechanics	81130	12.044697218272631	40369.885926422685
2010	Amusement and Recreation Attendants	5110	12.072916666666666	26562.713090909092
2010	Health Technologists and Technicians, All Other	38183	12.965489116582557	39638.70777439024
2010	Military Officer Special and Tactical Operations Leaders, All Other	1439	14.803594351732992	67643.49880952381
2010	Switchboard Operators, Including Answering Service	2818	12.014012738853504	27752.793497363797
2010	Farmers, Ranchers, and Other Agricultural Managers	1629	14.856955380577428	41724.94223968566
2010	Food Scientists and Technologists	1337	16.35576923076923	78153.25573770492
2010	Electrical Engineers	41105	16.181349085107104	96000.88398245614
2010	Internists, General	30816	21.0	181778.94042746702
2010	Cooks, Restaurant	52128	12.212279438242708	24471.65243310598
2010	Market Research Analysts and Marketing Specialists	63577	15.993801943935766	56153.94669500658
2010	Receptionists and Information Clerks	46132	12.36889601079531	27742.91438470729
2010	Computer Hardware Engineers	6537	16.22961956521739	110050.34365192582
2010	Automotive Body and Related Repairers	8952	12.016114592658909	38168.69489247312
2010	Desktop Publishers	559	14.5990990990991	47191.14615384615
2010	Telemarketers	15668	12.991394148020653	39608.95790155441
2010	Securities, Commodities, and Financial Services Sales Agents	53983	13.500718943320514	74033.47274247491
2010	Painting, Coating, and Decorating Workers	540	12.273972602739725	28610.242
2010	Automotive Glass Installers and Repairers	444	12.0	50486.455813953486
2010	Cooks, Short Order	7119	12.063768115942029	22464.092582663092
2010	Waiters and Waitresses	51226	12.004771371769383	26438.842252127448
2010	Hotel, Motel, and Resort Desk Clerks	28600	12.29041024977352	23222.84079957166
2010	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop	10186	12.00166251039069	31765.892897327707
2010	Home Appliance Repairers	4004	12.015192620727076	39464.508793456036
2010	Animal Trainers	2708	12.704878048780488	52953.175
2010	Bus and Truck Mechanics and Diesel Engine Specialists	32619	12.038303816862692	39600.99218320611
2010	Telecommunications Line Installers and Repairers	5382	12.104208416833668	43921.21324324324
2010	Cabinetmakers and Bench Carpenters	1487	12.618421052631579	31197.06909090909
2010	Occupational Therapists	114920	18.068861900588455	82238.71747680516
2010	Cardiovascular Technologists and Technicians	14790	13.036343408121638	61203.423368146214
2010	Childcare Workers	40164	13.439905068655705	32491.62097000937
2010	Office and Administrative Support Workers, All Other	7496	13.777877161598092	44273.779780755176
2010	Tailors, Dressmakers, and Custom Sewers	4016	12.28125	27021.576859504134
2010	Physical Therapists	136480	18.267838817814873	81998.64160200453
2010	Graphic Designers	23114	15.519378911892153	50423.66316187594
2010	Licensed Practical and Licensed Vocational Nurses	67282	13.12270302311796	45376.586593886466
2010	Industrial Engineering Technicians	22527	12.905364481938136	37598.39599864361
2010	First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand	4151	13.05	34018.28837953092
2010	Team Assemblers	12743	12.0	24629.137673989604
2010	Production Workers, All Other	34085	12.36217042414979	28277.59164779383
2010	Inspectors, Testers, Sorters, Samplers, and Weighers	25926	13.522509414584047	41181.27953850634
2010	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	1526	12.631361760660248	41352.37267605634
2010	Helpers--Production Workers	6623	12.65856996236743	27611.567339667457
2010	Electrical and Electronics Drafters	5635	15.647887323943662	90055.3837398374
2010	Loading Machine Operators, Underground Mining	416	12.524590163934427	36206.955555555556
2010	Travel Agents	2933	12.763636363636364	43785.03564954683
2010	Executive Secretaries and Executive Administrative Assistants	29192	14.483978886328154	49726.4107085238
2010	Actors	4688	14.303030303030303	65036.63800259403
2010	Reporters and Correspondents	6291	15.292959878879637	41214.343522267205
2010	Surgical Technologists	18783	12.154137278513677	45000.93031309298
2010	Drafters, All Other	8791	14.377799900447984	53859.51058417086
2010	Financial Managers	123675	15.774887836490528	107616.87455337595
2010	Dishwashers	9289	12.017429193899781	21102.48987828315
2010	Industrial Machinery Mechanics	16367	12.125043058904582	40481.07913395797
2010	Construction Laborers	18705	12.002438281011887	33556.52396915857
2010	Art Directors	6974	15.929839391377852	121082.11368421053
2010	Mental Health Counselors	19168	15.677442414614774	43471.71804039935
2010	Veterinary Technologists and Technicians	5939	13.01044776119403	32538.348435923308
2010	Family and General Practitioners	20793	20.99406276505513	156213.76966178697
2010	Emergency Medical Technicians and Paramedics	7734	12.17945945945946	59971.376268796994
2010	Legal Secretaries	13289	13.254559270516717	40910.47014109347
2010	Instructional Coordinators	9134	16.33797784923187	63689.921034996274
2010	Agents and Business Managers of Artists, Performers, and Athletes	263	14.8	33126.89230769231
2010	Loan Officers	38915	14.047534018841205	66845.25668745668
2010	Carpenters	11323	12.004237288135593	35628.94588903743
2010	Automotive and Watercraft Service Attendants	2280	12.09706546275395	30548.85165165165
2010	Jewelers and Precious Stone and Metal Workers	602	12.919642857142858	38386.683673469386
2010	Material Moving Workers, All Other	526	12.847953216374268	35807.37810218978
2010	Chefs and Head Cooks	19999	13.722085800953344	46251.11168309602
2010	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic	273	13.245283018867925	37859.42588235294
2010	Police, Fire, and Ambulance Dispatchers	3902	12.685926537350392	41002.498495451364
2010	Bill and Account Collectors	20401	12.737404394803933	32297.304980938174
2010	File Clerks	5329	12.103397341211226	29318.35280748663
2010	Billing and Posting Clerks	13014	13.215757194527441	34489.97669765562
2010	Personal Care and Service Workers, All Other	1354	13.953488372093023	35591.83957219251
2010	Electrical Power-Line Installers and Repairers	1128	12.072494669509595	35613.99021526419
2010	Public Relations and Fundraising Managers	38344	16.01729253199966	95607.62577868853
2010	Physical Therapist Assistants	43161	14.0	53467.025203016245
2010	First-Line Supervisors of Housekeeping and Janitorial Workers	10187	13.101471727343144	39196.78524709302
2010	Dental Assistants	17447	12.109477635283078	34401.247750865055
2010	Self-Enrichment Education Teachers	7678	14.602129719264278	46491.899588776
2010	Teacher Assistants	15512	12.364813404417365	30787.838774954627
2010	Teachers and Instructors, All Other	30859	16.074913910727048	46679.39070150659
2010	Meeting, Convention, and Event Planners	10675	14.99622783855149	45730.27721661055
2010	Parts Salespersons	16542	12.270283479960899	30868.43508645533
2010	Counter and Rental Clerks	5176	12.272602739726027	29663.622334004023
2010	Computer Network Support Specialists	12646	15.045247494685697	65997.54054136253
2010	Parking Lot Attendants	5091	12.071428571428571	20838.486274509803
2010	Procurement Clerks	5644	14.087591240875913	40842.70920564217
2010	Logisticians	18548	15.378256310992821	72092.50158124318
2010	Plumbers, Pipefitters, and Steamfitters	8733	12.043445692883894	44925.71284463895
2010	Purchasing Managers	13249	15.900538748445918	115415.68401548672
2010	Pesticide Handlers, Sprayers, and Applicators, Vegetation	2668	12.010526315789473	31013.976556776557
2010	Medical Secretaries	44878	12.488078311276386	32372.728532003915
2010	Pest Control Workers	4290	12.014828544949028	35840.9552991453
2010	Education Administrators, Postsecondary	38603	16.82497318703077	61567.03916078431
2010	Postsecondary Teachers, All Other	43162	18.31578947368421	69170.56511111111
2010	Machinists	17452	12.316057947357683	37689.47939854822
2010	Industrial Production Managers	38464	15.68012485305444	92670.56467262909
2010	Chemists	14266	17.075932087705826	90935.76592456784
2010	Magnetic Resonance Imaging Technologists	7173	14.866666666666667	67398.92227074236
2010	Mathematical Science Teachers, Postsecondary	2445	18.78998911860718	66180.36209876543
2010	Sociology Teachers, Postsecondary	461	18.276923076923076	84896.10563380281
2010	Dietitians and Nutritionists	15280	16.149688780932138	45700.56513867489
2010	Preschool Teachers, Except Special Education	23692	13.886158236879657	30453.66359909281
2010	Sewing Machine Operators	1690	12.16566265060241	22168.08676923077
2010	Loan Interviewers and Clerks	14313	12.997809201354311	37157.131145083935
2010	Interpreters and Translators	8146	14.311300054854636	63541.25221262817
2010	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	5212	16.077653631284917	92808.27084690554
2010	Shipping, Receiving, and Traffic Clerks	16826	12.326242260676297	28001.363400949504
2010	Information Security Analysts	41384	15.735553034156267	96505.71107688798
2010	Lawyers	73365	20.999723145071982	134031.43372340425
2010	Criminal Justice and Law Enforcement Teachers, Postsecondary	1636	18.951219512195124	57442.85322580645
2010	Insurance Claims and Policy Processing Clerks	11973	14.242020932937072	36681.09651767152
2010	Business Operations Specialists, All Other	18537	15.723135271807838	79479.36612760302
2010	Occupational Health and Safety Specialists	10909	15.49130182661641	75361.44289981617
2010	Speech-Language Pathologists	55350	18.07159172019986	75510.24079464989
2010	Pharmacists	46166	20.299711206592942	109913.47228323699
2010	Graduate Teaching Assistants	217	15.53921568627451	45810.30882352941
2010	Aircraft Mechanics and Service Technicians	9674	12.043856332703214	50989.85249066002
2010	Statisticians	12481	17.308909242298085	121265.5514084507
2010	Compliance Officers	18118	15.940715982056469	80761.66757040774
2010	Social Scientists and Related Workers, All Other	3314	16.483957219251337	59611.21968
2010	Production, Planning, and Expediting Clerks	25712	13.872435683260942	46301.14031755033
2010	Medical Transcriptionists	2996	12.12448132780083	32918.68509803922
2010	Electrical and Electronic Equipment Assemblers	6831	12.000985707244949	26703.74764612954
2010	Pharmacy Technicians	19225	12.065443425076452	34579.721834956435
2010	Software Developers, Systems Software	16600	15.94481742262977	98981.76677202687
2010	Surgeons	10953	20.992424242424242	172964.77074285713
2010	Fine Artists, Including Painters, Sculptors, and Illustrators	4288	14.937070938215102	54369.37215909091
2010	Dental Hygienists	4490	15.738095238095237	64599.29685430464
2010	Data Entry Keyers	20926	12.41286483423066	29275.08534298301
2010	Nurse Practitioners	48019	18.02584389493787	88367.75425645118
2010	Nursing Instructors and Teachers, Postsecondary	3042	18.269784172661872	64441.85338114754
2010	Credit Counselors	5046	13.89315249751902	45755.94410085633
2010	Vocational Education Teachers, Postsecondary	16691	16.344605475040257	53704.95607187113
2010	Healthcare Social Workers	7894	17.264214046822744	54302.04301929625
2010	Bartenders	15718	12.001131221719458	25549.50142493639
2010	Advertising Sales Agents	13455	14.758287737367235	62582.99431571325
2010	Home Health Aides	22905	12.004346644933442	27452.54664256198
2010	Mechanical Drafters	6687	14.174626865671641	54119.91376967096
2010	Social and Human Service Assistants	10022	14.588553864168619	37336.02015905947
2010	Fitness Trainers and Aerobics Instructors	15553	14.145871899296557	47325.5259232335
2010	Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders	242	12.774193548387096	26558.930693069306
2010	Materials Engineers	3735	16.632241813602015	94931.33759689922
2010	Chemical Engineers	17434	16.385982658959538	106093.94581967212
2010	Marriage and Family Therapists	5940	18.103341370995523	47489.52181008902
2010	Payroll and Timekeeping Clerks	13548	13.798636806231743	38865.65375752815
2010	Tire Repairers and Changers	3318	12.0	28080.445070422535
2010	Radio and Television Announcers	1329	13.93638170974155	49707.85342465754
2010	Real Estate Brokers	1355	15.36551724137931	79463.09734848485
2010	English Language and Literature Teachers, Postsecondary	2167	17.537691794529685	67362.43163265307
2010	Environmental Scientists and Specialists, Including Health	5675	16.307024681312722	85810.30099580713
2010	Social Science Research Assistants	3357	16.89905933429812	52004.315322580645
2010	Emergency Management Directors	3122	16.081848184818483	77250.0529676259
2010	Private Detectives and Investigators	4636	15.502258726899385	58558.08416407061
2010	Couriers and Messengers	4765	12.0	39679.45938864629
2010	Rock Splitters, Quarry	15	12.0	85000.0
2010	Environmental Engineers	8410	16.191079574252406	89367.64573394496
2010	Concierges	4496	12.471651090342679	27981.923856858848
2010	Floral Designers	1416	12.311053984575835	28134.32208588957
2010	Mail Clerks and Mail Machine Operators, Except Postal Service	5654	12.182108626198083	27352.96755050505
2010	Interviewers, Except Eligibility and Loan	4651	14.326447680325094	33928.77391763464
2010	Computer Operators	2824	13.054229934924079	38924.24375
2010	Taxi Drivers and Chauffeurs	5872	12.0	29114.62827586207
2010	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	5926	12.001176470588236	28909.353985507245
2010	Firefighters	1540	12.246135552913199	59062.575
2010	Locker Room, Coatroom, and Dressing Room Attendants	4277	12.61281070745698	27952.10575221239
2010	Cleaners of Vehicles and Equipment	4299	12.512743628185907	27011.301080380294
2010	Medical Scientists, Except Epidemiologists	15546	17.617817412889583	128916.63605263158
2010	Physician Assistants	22923	16.761064278187565	80889.40175195943
2010	Residential Advisors	5542	13.822049286640727	37019.92595356551
2010	Installation, Maintenance, and Repair Workers, All Other	6320	12.10981697171381	39597.23184480234
2010	Roustabouts, Oil and Gas	2370	13.05775075987842	40712.43830508475
2010	Agricultural and Food Science Technicians	1855	14.130830489192263	44749.913741134755
2010	Baggage Porters and Bellhops	2589	12.0	22248.153164556963
2010	Butchers and Meat Cutters	3920	12.0	28230.402102102104
2010	Bakers	9020	12.26635784597568	27241.589458128077
2010	Infantry Officers	292	15.042424242424243	43944.63636363636
2010	Editors	19839	15.582433169667212	56128.57509792949
2010	Therapists, All Other	99	16.6875	37835.09375
2010	Architects, Except Landscape and Naval	9235	16.194026284348865	119137.69774535809
2010	Health Diagnosing and Treating Practitioners, All Other	5465	16.39703095388503	97789.94098639456
2010	Helpers--Electricians	1156	12.06578947368421	27068.731805929918
2010	Coaches and Scouts	15527	13.810298407000225	46722.506973156436
2010	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers	5304	12.135239941832284	26941.58811092806
2010	Nuclear Engineers	1820	16.22211808809747	73133.82717391304
2010	Librarians	5787	17.208307111390813	51767.148255813954
2010	Diagnostic Medical Sonographers	16674	15.386154678204434	66417.19910394265
2010	Occupational Therapy Assistants	31553	14.0	62888.685783836416
2010	Mobile Heavy Equipment Mechanics, Except Engines	5518	12.077138065958636	45910.906716906946
2010	Aerospace Engineering and Operations Technicians	516	14.392996108949417	60709.44594594595
2010	Financial Specialists, All Other	14875	16.370845843254994	107308.15970630372
2010	Security and Fire Alarm Systems Installers	2999	12.298666666666668	44403.07237237237
2010	Bicycle Repairers	1648	12.0	30541.080291970804
2010	Dining Room and Cafeteria Attendants and Bartender Helpers	8196	12.00544069640914	19616.432106715733
2010	Food Preparation Workers	8795	12.01160949868074	23043.30491755006
2010	First-Line Supervisors of Personal Service Workers	4519	14.13884007029877	39165.355415162456
2010	Painters, Construction and Maintenance	8321	12.0	31254.74820382663
2010	Social and Community Service Managers	10928	16.339159766942657	51671.77282824276
2010	Anthropologists and Archeologists	903	16.939495798319328	72711.28711656442
2010	Survey Researchers	2178	17.405555555555555	39635.5705400982
2010	Respiratory Therapists	25467	14.861386138613861	53759.89842105263
2010	Public Relations Specialists	28685	16.013666593583277	62434.627669235
2010	Cargo and Freight Agents	6099	13.719971056439942	60536.10883977901
2010	Nonfarm Animal Caretakers	17611	12.08316633266533	31457.726385889127
2010	Psychiatrists	10399	21.0	149647.15120845923
2010	Computer and Information Systems Managers	12902	16.043894936109798	140103.94297069052
2010	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	6029	13.54533778576933	48191.50130674003
2010	Radiologic Technologists 	12839	14.420681136403742	57947.31823144105
2010	Health Specialties Teachers, Postsecondary	3939	18.762579730687456	62227.647584973165
2010	Photographers	7910	12.769027328827505	54548.89793741109
2010	Chief Executives	13059	16.292641429179074	103799.50325220311
2010	Sales and Related Workers, All Other	16723	14.007186134986615	38075.788704581355
2010	Health Educators 	13328	15.978713450292398	64342.825228161666
2010	Public Address System and Other Announcers	354	12.375	51916.79622641509
2010	Epidemiologists	1169	17.375	72988.32369402985
2010	Construction and Building Inspectors	5929	13.116038433111603	50067.28835962145
2010	Packers and Packagers, Hand	4348	12.120057512580876	22123.517602591794
2010	Education Administrators, Elementary and Secondary School	9655	17.17884872824632	77768.67897350993
2010	Lodging Managers	9029	14.287830687830688	49547.01624087591
2010	Rotary Drill Operators, Oil and Gas	370	12.115942028985508	81657.472
2010	Environmental Science and Protection Technicians, Including Health	2740	13.848262032085561	40998.264207650274
2010	Judges, Magistrate Judges, and Magistrates	320	21.0	105329.7923076923
2010	Brokerage Clerks	1079	15.122844827586206	78268.68222222223
2010	Food Preparation and Serving Related Workers, All Other	448	12.782608695652174	45413.333333333336
2010	Operating Engineers and Other Construction Equipment Operators	3774	12.062215477996965	37703.818249075215
2010	Materials Scientists	497	18.04656862745098	102389.76470588235
2010	Multimedia Artists and Animators	6549	15.935377358490566	81978.77224958948
2010	Order Clerks	1884	12.605187319884726	29046.075164835165
2010	Dental Laboratory Technicians	1226	12.483516483516484	39201.65247524752
2010	Computer-Controlled Machine Tool Operators, Metal and Plastic	9563	12.235483870967743	32148.484818067755
2010	Sheet Metal Workers	5418	12.059464816650149	39900.897072072075
2010	Computer, Automated Teller, and Office Machine Repairers	1566	13.524691358024691	42970.33409090909
2010	Helpers--Extraction Workers	87	12.642857142857142	44744.58666666667
2010	Directors, Religious Activities and Education	3430	16.29689608636977	59182.39480633803
2010	Training and Development Managers	6919	15.240223463687151	74021.33719567177
2010	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	2633	12.51578947368421	46989.08705179283
2010	Gaming Dealers	1158	12.005420054200542	40447.4450867052
2010	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	1855	12.186046511627907	25609.745168067227
2010	Dentists, General	9530	21.0	114739.3657373441
2010	Secondary School Teachers, Except Special and Career/Technical Education	7464	16.283348666053357	52497.515926493106
2010	Pipelayers	233	12.0	29299.924038461537
2010	Drywall and Ceiling Tile Installers	1133	12.0	32601.75223880597
2010	Office Machine Operators, Except Computer	5474	12.015128593040847	31401.366972477063
2010	Compensation and Benefits Managers	4881	15.96241528034504	130781.61220028209
2010	Middle School Teachers, Except Special and Career/Technical Education	21953	16.272032374100718	53922.45705641573
2010	Education Administrators, Preschool and Childcare Center/Program	3462	14.836480686695278	37217.34744121715
2010	Credit Analysts	7803	15.693762876943248	68390.38204887218
2010	Audio and Video Equipment Technicians	3942	13.224541751527495	49983.14101449275
2010	Gaming Supervisors	764	13.134502923976608	41122.43225806452
2010	Slot Supervisors	370	12.47715736040609	40750.458064516126
2010	Sales Engineers	8921	15.952103004291846	102537.7576344086
2010	Civil Engineering Technicians	2157	14.310405643738978	51960.43138297872
2010	Highway Maintenance Workers	900	12.007194244604317	29577.025350701402
2010	Veterinary Assistants and Laboratory Animal Caretakers	1181	12.699588477366255	28784.873913043477
2010	Millwrights	1396	12.106824925816024	43559.10848056537
2010	Floor Layers, Except Carpet, Wood, and Hard Tiles	1095	12.0	34884.14961832061
2010	Carpet Installers	1098	12.0	37188.966972477065
2010	Laundry and Dry-Cleaning Workers	3100	12.11344537815126	23675.62930107527
2010	Food Servers, Nonrestaurant	1519	12.0	19641.8
2010	Special Education Teachers, Middle School	7217	16.199576121511832	46982.63647342995
